ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	RECONSTRUCTION	CONCEPT	POS
10,034	0	DogulDomKundialang	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	nɛ́:nɛ̀	nɛ́:nɛ̀					TRUE	adjective
10,035	0	DonnoSo	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	nâ:	nâ:					TRUE	adjective
10,036	0	JamsayDouentza	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	ná:	ná:					TRUE	adjective
10,037	0	BonduSoNajamba	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	nálá:\\nálɛ́:	nálá:	nálɛ́:				TRUE	adjective
10,038	0	PergeTegu	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	ná:	ná:					TRUE	adjective
10,039	0	TogoKan	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	ná:	ná:					TRUE	adjective
10,04	0	TommoSoTongoTongo	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	náá	náá					TRUE	adjective
10,041	0	Ampari	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	wà:	wà:					WHO	other
10,042	0	BankanTey	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎm	ǎm					WHO	other
10,043	0	BenTey	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎ-m	ǎ-m					WHO	other
10,044	0	Bunoge	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ʔà:yè	ʔà:yè					WHO	other
10,045	0	DogulDomBendiely	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ámí	ámí					WHO	other
10,046	0	DogulDomKundialang	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎm	ǎm					WHO	other
10,047	0	DonnoSo	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	a᷈:	a᷈:					WHO	other
10,048	0	JamsayDouentza	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎ:, ìlá:	ǎ:					WHO	other
10,048	1	JamsayDouentza	who?	qui?					ǎ:, ìlá:	ìlá:						other
10,049	0	Mombo	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	á:	á:					WHO	other
10,05	0	BonduSoNajamba	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎm	ǎm					WHO	other
10,051	0	Nanga	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎŋ	ǎŋ					WHO	other
10,052	0	Penange	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	à:	à:					WHO	other
10,053	0	PergeTegu	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎ:	ǎ:					WHO	other
10,054	0	TebulUre	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	à-ḿ	à-ḿ					WHO	other
10,055	0	Tiranige	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	à:	à:					WHO	other
10,056	0	TogoKan	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎ:	ǎ:					WHO	other
10,057	0	TommoSoTongoTongo	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	áá	áá					WHO	other
10,058	0	ToroTegu	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	àyé	àyé					WHO	other
10,059	0	YandaDom	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	àm	àm					WHO	other
10,06	0	YornoSo	who?	qui?	who?	qui?	interrogative/who	interrogation/qui	ǎ:	ǎ:					WHO	other
10,061	0	Ampari	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìnjɛ́	ìnjɛ́					WHAT	other
10,062	0	BankanTey	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ǹjé	ǹjé					WHAT	other
10,063	0	BenTey	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ǹjé	ǹjé					WHAT	other
10,064	0	Bunoge	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ʔébégè	ʔébégè					WHAT	other
10,065	0	DogulDomBendiely	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ŋ̀gó	ŋ̀gó					WHAT	other
10,066	0	DogulDomKundialang	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ŋ̀gó-ŋ́	ŋ̀gó-ŋ́					WHAT	other
10,067	0	DonnoSo	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìnjú, ìnjê:	ìnjú					WHAT	other
10,067	1	DonnoSo	what?	quoi?					ìnjú, ìnjê:	ìnjê:						other
10,068	0	JamsayDouentza	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìɲé	ìɲé					WHAT	other
10,069	0	Mombo	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ínjè	ínjè					WHAT	other
10,07	0	BonduSoNajamba	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	yèŋgé	yèŋgé					WHAT	other
10,071	0	Nanga	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	kɔ̀-ɲɛ́, ǹɲɛ́	kɔ̀-ɲɛ́					WHAT	other
10,071	1	Nanga	what?	quoi?					kɔ̀-ɲɛ́, ǹɲɛ́	ǹɲɛ́						other
10,072	0	Penange	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	njɛ̀	njɛ̀					WHAT	other
10,073	0	PergeTegu	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìnjé	ìnjé					WHAT	other
10,074	0	TebulUre	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìnjé, c-ìnjé	ìnjé					WHAT	other
10,074	1	TebulUre	what?	quoi?					ìnjé, c-ìnjé	c-ìnjé						other
10,075	0	Tiranige	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ndégé	ndégé					WHAT	other
10,076	0	TogoKan	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ìŋé	ìŋé					WHAT	other
10,077	0	TommoSoTongoTongo	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ńjɛ́	ńjɛ́					WHAT	other
10,078	0	ToroTegu	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	yé	yé					WHAT	other
10,079	0	YandaDom	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ʔə̀ɲè, cì-ʔə̀ɲè	ʔə̀ɲè					WHAT	other
10,079	1	YandaDom	what?	quoi?					ʔə̀ɲè, cì-ʔə̀ɲè	cì-ʔə̀ɲè						other
10,08	0	YornoSo	what?	quoi?	what?	quoi?	interrogative/what	interrogation/quoi	ǹjɛ́ ~ ìnjɛ́	ǹjɛ́					WHAT	other
10,08	1	YornoSo	what?	quoi?					ǹjɛ́ ~ ìnjɛ́	ìnjɛ́						other
10,081	0	Ampari	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìnjɛ́ nóndò	ìnjɛ́ nóndò					WHY	other
10,082	0	BankanTey	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ǹjé déŋgèy	ǹjé déŋgèy					WHY	other
10,083	0	BenTey	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ǹjé gǐn, ǹjé gǔn	ǹjé gǐn					WHY	other
10,083	1	BenTey	why?	pourquoi?					ǹjé gǐn, ǹjé gǔn	ǹjé gǔn						other
10,084	0	Bunoge	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ʔébégè dà	ʔébégè dà					WHY	other
10,085	0	DogulDomBendiely	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ǹgólàŋ	ǹgólàŋ					WHY	other
10,086	0	DogulDomKundialang	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ŋ̀gó-ŋ gìnɛ́, ŋ̀gó-ŋ làŋ	ŋ̀gó-ŋ gìnɛ́					WHY	other
10,086	1	DogulDomKundialang	why?	pourquoi?					ŋ̀gó-ŋ gìnɛ́, ŋ̀gó-ŋ làŋ	ŋ̀gó-ŋ làŋ						other
10,087	0	DonnoSo	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìnjú	ìnjú					WHY	other
10,088	0	JamsayDouentza	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìɲé jɛ́, ìɲé	ìɲé jɛ́					WHY	other
10,088	1	JamsayDouentza	why?	pourquoi?					ìɲé jɛ́, ìɲé	ìɲé						other
10,089	0	Mombo	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	íŋgyá nâw	íŋgyá nâw					WHY	other
10,09	0	BonduSoNajamba	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	yèŋgé nɛ̀n	yèŋgé nɛ̀n					WHY	other
10,091	0	Nanga	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	kɔ̀-ɲɛ́ dɛ̀rⁿí, ǹɲɛ́ dɛ̀rⁿí	kɔ̀-ɲɛ́ dɛ̀rⁿí					WHY	other
10,091	1	Nanga	why?	pourquoi?					kɔ̀-ɲɛ́ dɛ̀rⁿí, ǹɲɛ́ dɛ̀rⁿí	ǹɲɛ́ dɛ̀rⁿí						other
10,092	0	Penange	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	njɛ́ námù ~ njɛ́ nâm:	njɛ́ námù					WHY	other
10,092	1	Penange	why?	pourquoi?					njɛ́ námù ~ njɛ́ nâm:	njɛ́ nâm:						other
10,093	0	PergeTegu	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìnjé jɛ́	ìnjé jɛ́					WHY	other
10,094	0	TebulUre	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìnjé kàndà, ìnjé dùgò	ìnjé kàndà					WHY	other
10,094	1	TebulUre	why?	pourquoi?					ìnjé kàndà, ìnjé dùgò	ìnjé dùgò						other
10,095	0	Tiranige	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ndégé dàgà	ndégé dàgà					WHY	other
10,096	0	TogoKan	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ìŋé gɛ̀:	ìŋé gɛ̀:					WHY	other
10,097	0	TommoSoTongoTongo	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ńjɛ́ díɛ́	ńjɛ́ díɛ́					WHY	other
10,098	0	ToroTegu	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	èsé kà:					WHY	other
10,098	1	ToroTegu	why?	pourquoi?					èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	ìsé kà:						other
10,098	2	ToroTegu	why?	pourquoi?					èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	èsé kà:wà						other
10,098	3	ToroTegu	why?	pourquoi?					èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	yé dè						other
10,099	0	YandaDom	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ʔə̀ɲè dán, cì-ʔə̀ɲè dán, ʔə̀ɲè nî:	ʔə̀ɲè dán					WHY	other
10,099	1	YandaDom	why?	pourquoi?					ʔə̀ɲè dán, cì-ʔə̀ɲè dán, ʔə̀ɲè nî:	cì-ʔə̀ɲè dán						other
10,099	2	YandaDom	why?	pourquoi?					ʔə̀ɲè dán, cì-ʔə̀ɲè dán, ʔə̀ɲè nî:	ʔə̀ɲè nî:						other
10,1	0	YornoSo	why?	pourquoi?	why?	pourquoi?	interrogative/why	interrogation/pourquoi	ǹjɛ́ dɛ̀:	ǹjɛ́ dɛ̀:					WHY	other
10,101	0	BankanTey	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àŋgú	àŋgú					WHICH	other
10,102	0	BenTey	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àŋgû-m, àŋgú kú-m̀\\àŋgú kù be᷈:	àŋgû-m					WHICH	other
10,102	1	BenTey	which?	quel?					àŋgû-m, àŋgú kú-m̀\\àŋgú kù be᷈:	àŋgú kú-m̀	àŋgú kù be᷈:					other
10,103	0	DogulDomBendiely	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	ágí	ágí					WHICH	other
10,104	0	DogulDomKundialang	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àgú	àgú					WHICH	other
10,105	0	DonnoSo	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yɔ̀gɔ́	yɔ̀gɔ́					WHICH	other
10,106	0	JamsayDouentza	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yɔ́kkɔ̀	yɔ́kkɔ̀					WHICH	other
10,107	0	JamsayMondoro	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yɔ̌w, yɔ́kkɔ̀	yɔ̌w					WHICH	other
10,107	1	JamsayMondoro	which?	quel?					yɔ̌w, yɔ́kkɔ̀	yɔ́kkɔ̀						other
10,108	0	Mombo	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	mómbó	mómbó					WHICH	other
10,109	0	BonduSoNajamba	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àŋgú	àŋgú					WHICH	other
10,11	0	Nanga	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àŋgú	àŋgú					WHICH	other
10,111	0	PergeTegu	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yǎwkɔ̀	yǎwkɔ̀					WHICH	other
10,112	0	TebulUre	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	à-gú (inanimate), à-ḿ (animate)	à-gú					WHICH	other
10,112	1	TebulUre	which?	quel?					à-gú (inanimate), à-ḿ (animate)	à-ḿ						other
10,113	0	Tiranige	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	árí	árí					WHICH	other
10,114	0	TogoKan	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yǎ:-kɔ́	yǎ:-kɔ́					WHICH	other
10,115	0	TommoSoTongoTongo	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yàgú	yàgú					WHICH	other
10,116	0	ToroTegu	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yàgá-sì	yàgá-sì					WHICH	other
10,117	0	YandaDom	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	àŋgó (inanimate), àŋgɛ́ (animate)	àŋgó					WHICH	other
10,117	1	YandaDom	which?	quel?					àŋgó (inanimate), àŋgɛ́ (animate)	àŋgɛ́						other
10,118	0	YornoSo	which?	quel?	which?	quel?	interrogative/which	interrogation/quel	yɔ̀gɔ̌:	yɔ̀gɔ̌:					WHICH	other
10,119	0	Ampari	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	wⁿɔ̂wⁿ	wⁿɔ̂wⁿ					WHERE	other
10,12	0	BankanTey	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	ǎnnì	ǎnnì					WHERE	other
10,121	0	BenTey	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	án-dá:	án-dá:					WHERE	other
10,122	0	Bunoge	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	ná-lò	ná-lò					WHERE	other
10,123	0	DogulDomBendiely	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àŋá	àŋá					WHERE	other
10,124	0	DogulDomKundialang	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àŋá:	àŋá:					WHERE	other
10,125	0	DonnoSo	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yɔ̀gɔ́ rà:	yɔ̀gɔ́ rà:					WHERE	other
10,126	0	JamsayDouentza	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yɔ̌: lé	yɔ̌: lé					WHERE	other
10,127	0	JamsayMondoro	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yɔ̌w lé	yɔ̌w lé					WHERE	other
10,128	0	Mombo	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	mándà	mándà					WHERE	other
10,129	0	BonduSoNajamba	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	ànî:, ǎǹ	ànî:					WHERE	other
10,129	1	BonduSoNajamba	where? (location)	où? (position)					ànî:, ǎǹ	ǎǹ						other
10,13	0	Nanga	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àrⁿáŋá	àrⁿáŋá					WHERE	other
10,131	0	Penange	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	mbá	mbá					WHERE	other
10,132	0	PergeTegu	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yǎw	yǎw					WHERE	other
10,133	0	TebulUre	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àndí	àndí					WHERE	other
10,134	0	Tiranige	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àná	àná					WHERE	other
10,135	0	TogoKan	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	ya᷈:	ya᷈:					WHERE	other
10,136	0	TommoSoTongoTongo	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yàbáá, yàgú nɛ	yàbáá					WHERE	other
10,136	1	TommoSoTongoTongo	where? (location)	où? (position)					yàbáá, yàgú nɛ	yàgú nɛ						other
10,137	0	ToroTegu	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yàgá	yàgá					WHERE	other
10,138	0	YandaDom	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	àmbá:	àmbá:					WHERE	other
10,139	0	YornoSo	where? (location)	où? (position)	where?	où?	interrogative/where	interrogation/où	yɔ̀gɔ̌: nɛ̀, yàbá:	yɔ̀gɔ̌: nɛ̀					WHERE	other
10,139	1	YornoSo	where? (location)	où? (position)					yɔ̀gɔ̌: nɛ̀, yàbá:	yàbá:						other
10,14	0	BankanTey	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàwtù àŋgú ɲâŋ, lɛ̀:rù àŋgú ɲâŋ	wàwtù àŋgú ɲâŋ					WHEN	other
10,14	1	BankanTey	when? (at what time?)	quand? (à quelle heure?)					wàwtù àŋgú ɲâŋ, lɛ̀:rù àŋgú ɲâŋ	lɛ̀:rù àŋgú ɲâ						other
10,141	0	BenTey	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàgàtù ǎŋ ɲâyⁿ, lɛ̀:rɛ̀ ǹjé ɲâyⁿ	wàgàtù ǎŋ ɲâyⁿ					WHEN	other
10,141	1	BenTey	when? (at what time?)	quand? (à quelle heure?)					wàgàtù ǎŋ ɲâyⁿ, lɛ̀:rɛ̀ ǹjé ɲâyⁿ	lɛ̀:rɛ̀ ǹjé ɲâyⁿ						other
10,142	0	Bunoge	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	nà wá:rì, ʔèbègé wàgâr	nà wá:rì					WHEN	other
10,142	1	Bunoge	when? (at what time?)	quand? (à quelle heure?)					nà wá:rì, ʔèbègé wàgâr	ʔèbègé wàgâr						other
10,143	0	DogulDomKundialang	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	àg-wá:rù-ŋ̀	àg-wá:rù-ŋ̀					WHEN	other
10,144	0	DonnoSo	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàgùrù yɔ̀gɔ́	wàgùrù yɔ̀gɔ́					WHEN	other
10,145	0	JamsayDouentza	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàkàtì yɔ́kkɔ̀ lè, lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	wàkàtì yɔ́kkɔ̀ lè					WHEN	other
10,145	1	JamsayDouentza	when? (at what time?)	quand? (à quelle heure?)					wàkàtì yɔ́kkɔ̀ lè, lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	lɛ̀:rɛ̀ yɔ́kkɔ̀ lè						other
10,146	0	Mombo	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàgùrù mómbó	wàgùrù mómbó					WHEN	other
10,147	0	BonduSoNajamba	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	[lè:r àŋgí] mà	lè:r àŋgí mà					WHEN	other
10,148	0	Nanga	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàgàtì àrⁿáŋá, ɛ̀:r àrⁿáŋá	wàgàtì àrⁿáŋá					WHEN	other
10,148	1	Nanga	when? (at what time?)	quand? (à quelle heure?)					wàgàtì àrⁿáŋá, ɛ̀:r àrⁿáŋá	ɛ̀:r àrⁿáŋá						other
10,149	0	Penange	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wèn wàgárà	wèn wàgárà					WHEN	other
10,15	0	PergeTegu	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	yǎw dógùrù	yǎw dógùrù					WHEN	other
10,151	0	TebulUre	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	à:rⁿá	à:rⁿá					WHEN	other
10,152	0	Tiranige	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	áná-ŋgà	áná-ŋgà					WHEN	other
10,153	0	TogoKan	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	yǎ: téŋé bè	yǎ: téŋé bè					WHEN	other
10,154	0	TommoSoTongoTongo	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàkàdù yàgú, ńjɛ́ wáárú le	wàkàdù yàgú					WHEN	other
10,154	1	TommoSoTongoTongo	when? (at what time?)	quand? (à quelle heure?)					wàkàdù yàgú, ńjɛ́ wáárú le	ńjɛ́ wáárú le						other
10,155	0	ToroTegu	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	yàgá cɛ́là, yàgá túwⁿɔ̀	yàgá cɛ́là					WHEN	other
10,155	1	ToroTegu	when? (at what time?)	quand? (à quelle heure?)					yàgá cɛ́là, yàgá túwⁿɔ̀	yàgá túwⁿɔ̀						other
10,156	0	YandaDom	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	wàkàtù ʔə̀ɲì mí:	wàkàtù ʔə̀ɲì mí:					WHEN	other
10,157	0	YornoSo	when? (at what time?)	quand? (à quelle heure?)	when?	quand?	interrogative/when	interrogation/quand	[wà:rù yɔ̀gɔ̌:] lé	wà:rù yɔ̀gɔ̌: lé					WHEN	other
10,158	0	Ampari	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	wⁿǎ:ⁿ	wⁿǎ:ⁿ					HOW	other
10,159	0	BankanTey	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	àŋgây	àŋgây					HOW	other
10,16	0	BenTey	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	àŋây	àŋây					HOW	other
10,161	0	Bunoge	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	nánjì	nánjì					HOW	other
10,162	0	DogulDomBendiely	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	àyáŋ	àyáŋ					HOW	other
10,163	0	DogulDomKundialang	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	àg yáŋ, à yáŋ	àg yáŋ					HOW	other
10,163	1	DogulDomKundialang	how?	comment?					àg yáŋ, à yáŋ	à yáŋ						other
10,164	0	DonnoSo	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yɔ̀gɔ́-njì:	yɔ̀gɔ́-njì:					HOW	other
10,165	0	JamsayDouentza	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yɔ̌:-jǐn	yɔ̌:-jǐn					HOW	other
10,166	0	JamsayMondoro	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yɔ̌:-jǐn	yɔ̌:-jǐn					HOW	other
10,167	0	Mombo	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	mánà	mánà					HOW	other
10,168	0	BonduSoNajamba	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	ànnɛ́, àŋìnɛ́	ànnɛ́					HOW	other
10,168	1	BonduSoNajamba	how?	comment?					ànnɛ́, àŋìnɛ́	àŋìnɛ́						other
10,169	0	Nanga	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	àmâyⁿ	àmâyⁿ					HOW	other
10,17	0	Penange	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	wɛ̀nɛ̀	wɛ̀nɛ̀					HOW	other
10,171	0	PergeTegu	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yǎw-ɲɛ̀:	yǎw-ɲɛ̀:					HOW	other
10,172	0	TebulUre	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	áyⁿ	áyⁿ					HOW	other
10,173	0	Tiranige	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	árá, árá-árá	árá					HOW	other
10,173	1	Tiranige	how?	comment?					árá, árá-árá	árá-árá						other
10,174	0	TogoKan	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	ɲâŋ	ɲâŋ					HOW	other
10,175	0	TommoSoTongoTongo	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yàŋgé-ni	yàŋgé-ni					HOW	other
10,176	0	ToroTegu	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yⁿàŋêy	yⁿàŋêy					HOW	other
10,177	0	YandaDom	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	ànjǎ:	ànjǎ:					HOW	other
10,178	0	YornoSo	how?	comment?	how?	comment?	interrogative/how	interrogation/comment	yà-ŋín, ɲáŋ, yáŋ	yà-ŋín					HOW	other
10,178	1	YornoSo	how?	comment?					yà-ŋín, ɲáŋ, yáŋ	ɲáŋ						other
10,178	2	YornoSo	how?	comment?					yà-ŋín, ɲáŋ, yáŋ	yáŋ						other
10,179	0	BenTey	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	píllɛ́			píllɛ́			TELL	verb
10,18	0	Bunoge	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	dábúlè			dábúlè			TELL	verb
10,181	0	DogulDomBendiely	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	tùŋɛ́			tùŋɛ́			TELL	verb
10,182	0	DonnoSo	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	sɛ́gɛ̀lɛ̀\\sɛ́gìl-ì			sɛ́gɛ̀lɛ̀			TELL	verb
10,183	0	JamsayDouentza	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	ɛ́rⁿɛ́wⁿɛ́, píllɛ́			ɛ́rⁿɛ́wⁿɛ́			TELL	verb
10,183	1	JamsayDouentza	narrate, tell (story)	raconter (conte)					ɛ́rⁿɛ́wⁿɛ́, píllɛ́			píllɛ́				verb
