ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	RECONSTRUCTION	CONCEPT	POS
1	0	BankanTey	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	jáwdì-m\\jáwdì, dá:bà-m\\dá:bà	jáwdì-m	jáwdì				LIVESTOCK	noun
1	1	BankanTey	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	jáwdì-m\\jáwdì, dá:bà-m\\dá:bà	dá:bà-m	dá:bà				LIVESTOCK	noun
2	0	BenTey	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àrsɛ̌:-m\\àrsɛ̌:	àrsɛ̌:-m	àrsɛ̌:				LIVESTOCK	noun
3	0	Bunoge	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	kɔ́mbɔ̀	kɔ́mbɔ̀	kɔmbɔ=gè				LIVESTOCK	noun
4	0	DogulDomBendiely	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bɛ́lɛ̀g, bɛ́lɛ̀gù	bɛ́lɛ̀-g	bɛlɛ-g-yà				LIVESTOCK	noun
4	1	DogulDomBendiely	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bɛ́lɛ̀g, bɛ́lɛ̀gù	bɛ́lɛ̀-gù	bɛlɛ-gi-yà				LIVESTOCK	noun
5	0	DonnoSo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bɛ̀lú	bɛ̀lú	bɛ̀lú				LIVESTOCK	noun
5	1	DonnoSo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bɛ̀lú	bɛ̀lú	bɛ̀lú=mbè				LIVESTOCK	noun
6	0	JamsayGourou	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	gàrsɛ̀gɛ́	gàr sɛ̀gɛ́	gàr sɛ̀gɛ́				LIVESTOCK	noun
7	0	JamsayDouentza	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́, gàsɛ̀gɛ́	à sɛ̀gɛ́	à sɛ̀gɛ́=bé			*garu- sɛgɛ / *garu- sɛgɛ -mbo	LIVESTOCK	noun
7	1	JamsayDouentza	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́, gàsɛ̀gɛ́	gà sɛ̀gɛ́	gà sɛ̀gɛ́=bé			*garu- sɛgɛ / *garu- sɛgɛ -mbo	LIVESTOCK	noun
8	0	JamsayMondoro	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́	à sɛ̀gɛ	à sɛ̀gɛ́				LIVESTOCK	noun
9	0	Mombo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	dèbù bɛ́lí, bɛ́lí	dèbù bɛ́lí					LIVESTOCK	noun
9	1	Mombo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	dèbù bɛ́lí, bɛ́lí	bɛ́lí					LIVESTOCK	noun
10	0	BonduSoNajamba	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	dúmɛ́-ŋgó\\dúmɛ́:	dúmɛ́-ŋgó	dúmɛ́:				LIVESTOCK	noun
10	1	BonduSoKindige	domestic animal (esp. livestock)	animal domestique (surtout bétail)					dúmɛ́-ŋgó\\dúmɛ́:	dùmɔ́:-n	dúmɛ̀:				LIVESTOCK	noun
11	0	Nanga	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	gàsɛ̀gɛ́	gà sɛ̀gɛ́	gà sɛ̀gɛ́				LIVESTOCK	noun
12	0	Penange	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	dá:bá	dá:bá	da:ba=gé				LIVESTOCK	noun
13	0	PergeTegu	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́	à sɛ̀gɛ́					LIVESTOCK	noun
14	0	TebulUre	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́\\àsɛ̀gɛ̀-mbɔ́, gàsɛ̀gɛ́\\gàsɛ̀gɛ̀-mbɔ́	à sɛ̀gɛ́	à sɛ̀gɛ̀-mbɔ́				LIVESTOCK	noun
14	1	TebulUre	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àsɛ̀gɛ́\\àsɛ̀gɛ̀-mbɔ́, gàsɛ̀gɛ́\\gàsɛ̀gɛ̀-mbɔ́	gà sɛ̀gɛ́	gà sɛ̀gɛ̀-mbɔ́				LIVESTOCK	noun
15	0	TiranigeBoui	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bèl (Boui), bɛ̀lì (Ningo)	bèl	bel=gè				LIVESTOCK	noun
15	1	TiranigeNingo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	bèl (Boui), bɛ̀lì (Ningo)	bɛ̀lì	bɛli=ge				LIVESTOCK	noun
16	0	TogoKan	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	gìrⁿí árúsɛ̀gɛ̀	gìrⁿí árúsɛ̀gɛ̀	gìrⁿí árú sɛ̀gɛ̀				LIVESTOCK	noun
17	0	TommoSoTongoTongo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	gìnɛ̀-ý bɛ̀lù, bɛ̀lú	gìnɛ̀-ý bɛ̀lù	gi-nɛ-y bɛlu=mbe				LIVESTOCK	noun
17	1	TommoSoTongoTongo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	gìnɛ̀-ý bɛ̀lù, bɛ̀lú	bɛ̀lú	bɛlu=mbe				LIVESTOCK	noun
18	0	TomoKanDiangassagou	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	dá:bá:	dá:bá:	da:ba:-we				LIVESTOCK	noun
19	0	ToroTegu	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àrùzàká ~ àrzàgá	àrùzàká	aru zaka-mǎ:				LIVESTOCK	noun
19	1	ToroTegu	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àrùzàká ~ àrzàgá	àrzàgá	ar zaga-mǎ:				LIVESTOCK	noun
20	0	YandaDom	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àzɛ̀gɛ̀\\-mú ~ àsɛ̀gɛ̀\\-mú	à zɛ̀gɛ̀	à zɛ̀gɛ̀-mú				LIVESTOCK	noun
20	1	YandaDom	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àzɛ̀gɛ̀\\-mú ~ àsɛ̀gɛ̀\\-mú	à sɛ̀gɛ̀	à sɛ̀gɛ̀-mú				LIVESTOCK	noun
21	0	YornoSo	domestic animal (esp. livestock)	animal domestique (surtout bétail)	animal	animal	animal/livestock	animal/bétail	àrùsɛ̀gɛ́	àrù sɛ̀gɛ́	aru sɛgɛ-bè				LIVESTOCK	noun
22	0	BankanTey	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀:ɲɛ̂ⁿ-m\\ɔ̀:ɲɛ̂ⁿ	ɔ̀: ɲɛ̂ⁿ-m	ɔ̀: ɲɛ̂ⁿ				CAMEL	noun
23	0	BenTey	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀:ɲùwⁿɔ̂-m	ɔ̀: ɲùwⁿɔ̂-m					CAMEL	noun
24	0	Bunoge	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ́ŋɔ́mɛ̀	ɲɔ́ŋɔ́-mɛ̀					CAMEL	noun
25	0	DogulDomBendiely	camel	chameau	camel	chameau	animal/camel	animal/chameau	yɔ́ŋùmɛ̀	yɔ́ŋù-mɛ̀					CAMEL	noun
26	0	DogulDomKundialang	camel	chameau	camel	chameau	animal/camel	animal/chameau	yɔ́ŋmɛ̀	yɔ́ŋ-mɛ̀					CAMEL	noun
27	0	DonnoSo	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀ŋɔ̀-yòŋó	ɔ̀ŋɔ̀ yòŋó					CAMEL	noun
28	0	JamsayGourou	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀ɣɔ̀-yⁿùwⁿó	ɔ̀ɣɔ̀ yⁿùwⁿó					CAMEL	noun
29	0	JamsayDouentza	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀ɣɔ̀-ɲùŋó	ɔ̀ɣɔ̀ ɲùŋó					CAMEL	noun
30	0	Mombo	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ̀ŋɔ̀mɛ́	ɲɔ̀ŋɔ̀-mɛ́					CAMEL	noun
31	0	BonduSoNajamba	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲ̀ɔ̀ŋɔ̀-mɛ́\\ɲɔ̀ŋɔ̌:-mbó	ɲ̀ɔ̀ŋɔ̀-mɛ́	ɲɔ̀ŋɔ̌:-mbó				CAMEL	noun
31	1	BonduSoKindige	camel	chameau					ɲ̀ɔ̀ŋɔ̀-mɛ́\\ɲɔ̀ŋɔ̌:-mbó	ŋɔ̀ŋɔ́l	ŋɔ̀ŋɔ́l-mbó				CAMEL	noun
32	0	Nanga	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-ɲɔ̀ŋɔ̂	ɔ̀gɔ̀ ɲɔ̀ŋɔ̂					CAMEL	noun
33	0	Penange	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ́:mɔ̀yⁿ	ɲɔ́: mɔ̀yⁿ					CAMEL	noun
34	0	PergeTegu	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-ɲùwⁿó	ɔ̀gɔ̀ ɲùwⁿó					CAMEL	noun
35	0	TebulUre	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀ɲɔ̀ŋɔ́\\ɔ̀gɔ̀ɲɔ̀ŋɔ̀-mbɔ́	ɔ̀gɔ̀ ɲɔ̀ŋɔ́	ɔ̀gɔ̀ ɲɔ̀ŋɔ̀-mbɔ́				CAMEL	noun
36	0	Tiranige	camel	chameau	camel	chameau	animal/camel	animal/chameau	njèlèbà	njèlèbà					CAMEL	noun
37	0	TogoKan	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-ɲɔ̌	ɔ̀gɔ̀ ɲɔ̌					CAMEL	noun
38	0	TommoSoTongoTongo	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲòŋóm	ɲòŋó-m	ɲòŋó-m=mbe				CAMEL	noun
39	0	TomoKanDiangassagou	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ̀ŋɛ̀mɛ́	ɲɔ̀ŋɛ̀-mɛ́					CAMEL	noun
40	0	TomoKanSegue	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ̀ʔɔ̀mɛ́	ɲɔ̀ʔɔ̀-mɛ́					CAMEL	noun
41	0	ToroTegu	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɲɔ́	ɲɔ́					CAMEL	noun
42	0	YandaDom	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-ɲɔ̀ŋɔ̀\\-mú	ɔ̀gɔ̀ ɲɔ̀ŋɔ̀	ɔ̀gɔ̀-ɲɔ̀ŋɔ̀-mú				CAMEL	noun
43	0	YornoSo	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-yɔ̌:ⁿ	ɔ̀gɔ̀ yɔ̌:ⁿ					CAMEL	noun
44	0	BankanTey	cat	chat	cat	chat	animal/cat	animal/chat	nùmǎ-m\\nùmá	nùmǎ-m	nùmá				CAT	noun
45	0	BenTey	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿɛ̌-m\\nì-nìwⁿɛ́	nì-nìwⁿɛ̌-m	nì-nìwⁿɛ́				CAT	noun
46	0	Bunoge	cat	chat	cat	chat	animal/cat	animal/chat	ɲá:lì	ɲá:lì					CAT	noun
47	0	DogulDomBendiely	cat	chat	cat	chat	animal/cat	animal/chat	gáàŋ	gáàŋ					CAT	noun
48	0	DogulDomKundialang	cat	chat	cat	chat	animal/cat	animal/chat	gâ:ŋ (gâ:ŋ yà:)	gâ:ŋ	gâ:ŋ yà:				CAT	noun
49	0	DonnoSo	cat	chat	cat	chat	animal/cat	animal/chat	gámmà	gámmà					CAT	noun
50	0	JamsayGourou	cat	chat	cat	chat	animal/cat	animal/chat	nìnìwⁿé	nì nì-wⁿé					CAT	noun
51	0	JamsayDouentza	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿé	nì nì-wⁿé					CAT	noun
52	0	Mombo	cat	chat	cat	chat	animal/cat	animal/chat	gà:wⁿě	gà:-wⁿě					CAT	noun
53	0	BonduSoNajamba	cat	chat	cat	chat	animal/cat	animal/chat	gáŋà\\gáŋà-mbò	gáŋà	gáŋà-mbò				CAT	noun
53	1	BonduSoBonduSoKindige	cat	chat					gáŋà\\gáŋà-mbò	gáŋà	gáŋà-mbò				CAT	noun
54	0	Nanga	cat	chat	cat	chat	animal/cat	animal/chat	dòndíyê	dòndíyê					CAT	noun
55	0	Penange	cat	chat	cat	chat	animal/cat	animal/chat	gà:ⁿ	gà:ⁿ					CAT	noun
56	0	PergeTegu	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿé	nì nì-wⁿé					CAT	noun
57	0	TebulUre	cat	chat	cat	chat	animal/cat	animal/chat	bàlmá\\bàlmà-mbɔ́	bàlmá	bàlmà-mbɔ́				CAT	noun
58	0	Tiranige	cat	chat	cat	chat	animal/cat	animal/chat	gà:nà	gà:nà					CAT	noun
59	0	TogoKan	cat	chat	cat	chat	animal/cat	animal/chat	dònó	dònó					CAT	noun
60	0	TommoSoTongoTongo	cat	chat	cat	chat	animal/cat	animal/chat	gámmá	gá-m-má	gámmá=mbe				CAT	noun
61	0	TomoKanDiangassagou	cat	chat	cat	chat	animal/cat	animal/chat	dòndò	dòndò					CAT	noun
62	0	TomoKanSegue	cat	chat	cat	chat	animal/cat	animal/chat	dóndó	dóndó					CAT	noun
63	0	ToroTegu	cat	chat	cat	chat	animal/cat	animal/chat	nìwⁿá	nìwⁿá					CAT	noun
64	0	YandaDom	cat	chat	cat	chat	animal/cat	animal/chat	gà:ⁿ\\-mù	gà:ⁿ	gà:ⁿ-mù				CAT	noun
65	0	YornoSo	cat	chat	cat	chat	animal/cat	animal/chat	gámà	gámà					CAT	noun
66	0	BankanTey	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:-yî-m\\nà:-yî:	nà: yî-m	nà: yî:				CALF	noun
67	0	BenTey	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: yǐ-m	nà: yǐ-m	nà: yǐ				CALF	noun
68	0	Bunoge	calf	veau	calf	veau	animal/cattle	animal/bovin	ná:-bè	ná: bè	ná: bé:=gè				CALF	noun
69	0	DogulDomBendiely	calf	veau	calf	veau	animal/cattle	animal/bovin	nààgù égù	nàà-gù é-gù	nàà-gù é-gù=yà				CALF	noun
70	0	DonnoSo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-î:	nàŋà î:	nàŋà î:=mbe				CALF	noun
71	0	JamsayDouentza	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-î:ⁿ	nàŋ î:ⁿ	nàŋ î:ⁿ-um				CALF	noun
72	0	Mombo	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: wé:	nà: wé:					CALF	noun
73	0	BonduSoNajamba	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:mbî:\\nà:mbû:	nà:-mbî:	nà:-mbû:				CALF	noun
74	0	Nanga	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà yî:	nàŋà yî:	nàŋà yì-tɛ̀gɛ̂				CALF	noun
75	0	Penange	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: wê:	nà: wê:	nà: wê:=gé				CALF	noun
76	0	PergeTegu	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-î:ⁿ	nàŋ î:ⁿ					CALF	noun
77	0	TebulUre	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: ɛ̀dɛ́	nà: ɛ̀dɛ́	nà: ùlé:				CALF	noun
78	0	TogoKan	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-í:ⁿ	nàŋ í:ⁿ	nàŋ í:ⁿ=bè				CALF	noun
79	0	TommoSoTongoTongo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàà íí, ɔ̀líí nàà	nàà í-í	nàà ú-l-ûm				CALF	noun
79	1	TommoSoTongoTongo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàà íí, ɔ̀líí nàà	ɔ̀lí-í nàà	ɔ̀lúlûm nàà=mbe				CALF	noun
80	0	TomoKanDiangassagou	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-dòmbè	nàŋà dòmbè	nàŋà dòmbè=wé				CALF	noun
81	0	TomoKanSegue	calf	veau	calf	veau	animal/cattle	animal/bovin	nàʔⁿà-dòmbéⁿ	nàʔⁿà dòmbéⁿ	nàʔⁿà dòmbéⁿ=wé				CALF	noun
82	0	ToroTegu	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-[ìrⁿ-í:]	nàŋà-ìrⁿ-í:	nàŋà ìm-í:				CALF	noun
83	0	YandaDom	calf	veau	calf	veau	animal/cattle	animal/bovin	nǎ-yyè\\-mù	nǎ yyè	na yye-mù				CALF	noun
84	0	YornoSo	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:-î:	nà: î:	nà: úrⁿù-m				CALF	noun
85	0	BenTey	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yǎ-m	nà: yǎ-m	nà: yǎ				COW	noun
86	0	JamsayDouentza	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà-ná:	nàŋà ná:	nàŋà ná:=bé				COW	noun
87	0	Mombo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	ná: yɔ̀:	ná: yɔ̀:	ná: yɔ̀:=bè				COW	noun
88	0	BonduSoNajamba	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nɛ̀: yɛ̌:\\nàwò: yàwó:	nɛ̀: yɛ̌:	nàwò: yàwó:				COW	noun
88	1	BonduSoKindige	cow (female)	vache					nɛ̀: yɛ̌:\\nàwò: yàwó:	nɛ̀ɛ́	náwɔ́ɔ̀				COW	noun
89	0	Nanga	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà yǎ:	nàŋà yǎ:	nàŋà yǎ:				COW	noun
90	0	TogoKan	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà ná:	nàŋà ná:	nàŋà ná:=bè				COW	noun
91	0	TommoSoTongoTongo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàà yàá	nàà yàá	nàà yàá=mbè				COW	noun
92	0	ToroTegu	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà-yá	nàŋà-yá	nàŋà-yá=mă				COW	noun
93	0	YandaDom	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yɛ̀\\-mù	nà: yɛ̀	nà: yɛ̀-mù				COW	noun
94	0	YornoSo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yǎ:	nà: yǎ:	nà: yǎ:=be				COW	noun
95	0	BenTey	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: árⁿà-m	nà: árⁿà-m	nà: árⁿà				BULL	noun
96	0	DogulDomBendiely	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nààgù ánà	nààgù ánà	ààgù ánà=yà				BULL	noun
97	0	DonnoSo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àná	nàŋà àná	nàŋà àná=mbe				BULL	noun
98	0	JamsayDouentza	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àrⁿá	nàŋà àrⁿá	nàŋà àrⁿ-um				BULL	noun
99	0	Mombo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: wálá	nà: wálá					BULL	noun
100	0	BonduSoNajamba	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nɛ̀: ánè\\nàwò: ánà:	nɛ̀: ánè	nàwò: ánà:				BULL	noun
101	0	Nanga	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà árⁿâ	nàŋà árⁿâ	nàŋà árⁿá				BULL	noun
102	0	TebulUre	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: árⁿá	nà: árⁿá	nà: árⁿá-mbɔ				BULL	noun
103	0	TogoKan	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àrⁿá	nàŋà àrⁿá	nàŋà àrⁿá=bè				BULL	noun
104	0	TommoSoTongoTongo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàà àná	nàà àná	nàà àná=mbè				BULL	noun
105	0	TomoKanSegue	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàʔⁿà-jùŋgú	nàʔⁿà jùŋgú	nàʔⁿà dwèmbèⁿ=wé				BULL	noun
106	0	ToroTegu	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà-àrá	nàŋà àrá	nàŋà àrá=mă				BULL	noun
107	0	YornoSo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: àrⁿá	nà: àrⁿá	nà: àrⁿá=be				BULL	noun
108	0	Ampari	dog	chien	dog	chien	animal/dog	animal/chien	ìjɛ́ (ìjɛ́ gè)	ìjɛ́	ìjɛ́ gè				DOG	noun
109	0	BankanTey	dog	chien	dog	chien	animal/dog	animal/chien	ǹjèrû-m\\ǹjèrú	ǹjèrû-m	ǹjèrú				DOG	noun
110	0	BenTey	dog	chien	dog	chien	animal/dog	animal/chien	ìnjɛ̌-m\\ìnjɛ́	ìnjɛ̌-m	ìnjɛ́				DOG	noun
111	0	Bunoge	dog	chien	dog	chien	animal/dog	animal/chien	ʔínjɛ̀	ʔínjɛ̀					DOG	noun
112	0	DogulDomBendiely	dog	chien	dog	chien	animal/dog	animal/chien	úŋɔ̀	úŋɔ̀					DOG	noun
113	0	DogulDomKundialang	dog	chien	dog	chien	animal/dog	animal/chien	ùŋɔ́-ŋ́ (pl ùŋɔ́ⁿ yà:)	ùŋɔ́-ŋ́	ùŋɔ́ⁿ yà:				DOG	noun
114	0	DonnoSo	dog	chien	dog	chien	animal/dog	animal/chien	ìdú	ìdú					DOG	noun
115	0	JamsayGourou	dog	chien	dog	chien	animal/dog	animal/chien	ìzú	ìzú					DOG	noun
116	0	JamsayDouentza	dog	chien	dog	chien	animal/dog	animal/chien	ìjú	ìjú					DOG	noun
117	0	JamsayMondoro	dog	chien	dog	chien	animal/dog	animal/chien	ìjú	ìjú					DOG	noun
118	0	Mombo	dog	chien	dog	chien	animal/dog	animal/chien	ínjɛ̀	ínjɛ̀					DOG	noun
119	0	BonduSoNajamba	dog	chien	dog	chien	animal/dog	animal/chien	ŋ̀gwɛ̌:\\ŋ̀gwɛ̀:-mbó	ŋ̀gwɛ̌:	ŋ̀gwɛ̀:-mbó				DOG	noun
120	0	Nanga	dog	chien	dog	chien	animal/dog	animal/chien	nɛ̀rⁿî	nɛ̀rⁿî					DOG	noun
121	0	Penange	dog	chien	dog	chien	animal/dog	animal/chien	ŋkɛ̀	ŋkɛ̀					DOG	noun
122	0	PergeTegu	dog	chien	dog	chien	animal/dog	animal/chien	ìšú	ìšú					DOG	noun
123	0	TebulUre	dog	chien	dog	chien	animal/dog	animal/chien	ìnjɛ̌:\\ìnjɛ̀-mbɔ́	ìnjɛ̌:	ìnjɛ̀-mbɔ́				DOG	noun
124	0	Tiranige	dog	chien	dog	chien	animal/dog	animal/chien	í:njɛ́ ~ í:ŋgɛ́	í:njɛ́					DOG	noun
124	1	Tiranige	dog	chien					í:njɛ́ ~ í:ŋgɛ́	í:ŋgɛ́					DOG	noun
125	0	TogoKan	dog	chien	dog	chien	animal/dog	animal/chien	ìsí	ìsí					DOG	noun
126	0	TommoSoTongoTongo	dog	chien	dog	chien	animal/dog	animal/chien	ìsé	ìsé	ìsé=mbe				DOG	noun
127	0	TomoKanDiangassagou	dog	chien	dog	chien	animal/dog	animal/chien	ùjù	ùjù					DOG	noun
128	0	TomoKanSegue	dog	chien	dog	chien	animal/dog	animal/chien	ʔùjù	ʔùjù					DOG	noun
129	0	ToroTegu	dog	chien	dog	chien	animal/dog	animal/chien	nènú	nènú					DOG	noun
130	0	YandaDom	dog	chien	dog	chien	animal/dog	animal/chien	ìnjɛ̀\\-mù, ǹjɛ̀\\-mù	ìnjɛ̀	ìnjɛ̀-mù				DOG	noun
130	1	YandaDom	dog	chien					ìnjɛ̀\\-mù, ǹjɛ̀\\-mù	ǹjɛ̀	njɛ̀-mù				DOG	noun
131	0	YornoSo	dog	chien	dog	chien	animal/dog	animal/chien	ìjú	ìjú					DOG	noun
132	0	BankanTey	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rù-m\\bɛ́rù	bɛ́rù-m	bɛ́rù			*bɛru	GOAT	noun
133	0	BenTey	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rì-m ~ bɛ́rù-m\\bɛ́rù	bɛ́rì-m	bɛ́rù				GOAT	noun
133	1	BenTey	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ́rì-m ~ bɛ́rù-m\\bɛ́rù	bɛ́rù-m	bɛ́rù				GOAT	noun
134	0	Bunoge	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	kílɔ̀	kílɔ̀	kílɔ̀=gè				GOAT	noun
135	0	DogulDomBendiely	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ínàà	ínà:	ínà:=yà:				GOAT	noun
136	0	DogulDomKundialang	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ínà:	ínà:	ínà:=yà:				GOAT	noun
137	0	DonnoSo	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	ɛ̀nɛ́	ɛ̀nɛ́	ɛ̀nɛ́=mbè				GOAT	noun
138	0	JamsayGourou	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ̀rú	bɛ̀rú	bɛ̀rú=bé				GOAT	noun
139	0	JamsayDouentza	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́	bɛ̀rú	bɛ̀rú=bé				GOAT	noun
139	1	JamsayDouentza	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́	bɛ̀n-ná:	bɛ̀n-ná:=bé				GOAT	noun
